question_order,question_answer_group_id,speaker,role,company,content_type,content,quarter,year,mistral_summary
0,7,Dan Fannon,,Jef feries,question," thanks, good morning. in terms of your on-balance sheet investments, you continue to make progress in reducing that this quarter . can you talk about the outlook for this year or any line of sight in terms of exits that we can think about?",2,2024,"the outlook for this year remains uncertain. however, we are seeing some positive signs. first, we have identified several potential buyers for our technology investments and are in active discussions with them. second, we are seeing increased interest from strategic buyers in our real estate portfolio. third, we are exploring opportunities to monetize our commodity investments through derivative instruments or other means.

in terms of specific line of sight, for our technology investments, we expect to have some exits in the second half of the year. for real estate, we are targeting a larger transaction in the third or fourth quarter. and for commodities, while we don't have a specific exit in mind, we are exploring various options and expect to make a decision in the coming months.

for our off-balance sheet investments, we continue to see strong performance from our joint ventures and partnerships. we are also actively pursuing new opportunities in renewable energy and infrastructure. the outlook for these investments remains positive, and we expect to announce new partnerships in the coming months.

thank you for your question. i'll be happy to provide any additional information you may need."
1,7,Dennis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer," sure. thank you. obviously , an ongoing commitment of ours to move down those on balance sheet exposures, also part of the equity and capital story and returns in the segment at $2.2 billion for the quarter , that was a decent reduction. w e obviously have a target out there to sell down the vast majority of that balance, which is now at $12.6 billion by the end of next year . but our expectation is that we will continue to chip away at it across both the third and the fourth quarter of this year and then on into 2025. there's really no change on our commitment to sell down the vast majority of that by the end of next year .",2,2024,"This text appears to be discussing a company's efforts to reduce its balance sheet exposures, specifically its commitment to selling down a portion of its balance sheet, which is currently $12.6 billion, by the end of next year. In the most recent quarter, the company reported a reduction of $2.2 billion in this area. The text suggests that the company will continue to make progress towards this goal in the coming quarters and through 2025."
2,7,Dan Fannon,,Jef feries,question," understood. and as a follow-up, just within asset and wealth, particularly on the alts side, the fundraising target raised for the full-year given the success you've had. the private credit fund closing here in the ﬁrst-half was big. can you talk to some of the other strategies that have the potential to scale as you mentioned earlier and/or maybe are a little bit smaller that have really large or increasing momentum as you think about second-half, but also as we even into next year?",2,2024,"The speaker is asking about the potential for growth in specific investment strategies within the asset and wealth management sector of the fund, focusing on alternative investments (alts). The speaker mentions the successful fundraising for the private credit fund in the first half of the year, and is interested in knowing about other strategies that have the potential to scale or are experiencing significant growth. The speaker is looking for information to help plan for the second half of the year and into the next year."
3,7,Dennis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer," sure. so, you know , obviously taking a step back, you're talking about the targets that we set, you know , once upon a time it was $150 billion, we moved it to $225 billion. it's now at $287 billion and with $36 billion raised through the ﬁrst-half and us expecting to surpass $50 billion, that means we should be north of $300 billion by the end of this year . and i think one of the things that we ﬁnd attractive about our platform is that we have opportunities to scale across multiple asset classes within alternatives, equity , credit, real estate, infrastructure. w e had notable fundraisings in private credit and real estate this quarter , but you can see contribution from other strategies like equity on the forward and a number of dif ferent strategies, both by asset class and by region. so we think we have a diversiﬁed opportunity set to continue to scale the alts platform.",2,2024,"The speaker is discussing the growth of their alternative investment platform, which has seen its target increase from $150 billion to $287 billion. They have raised $36 billion in the first half of the year and expect to raise more, bringing their total to over $300 billion by the end of the year. The platform has opportunities to scale across various asset classes, including alternatives, equity, credit, real estate, and infrastructure. Notable fundraisings have occurred in private credit and real estate this quarter, but other strategies like equity are also contributing to the growth. The diversified opportunity set is seen as attractive for continued scaling of the platform."
0,8,Matt O'Connor,,Deutsche Bank,question," good morning. i was wondering if you could just elaborate a bit on the competitive landscape speciﬁcally in banking and markets. i know it's always competitive, but some of the really big bank peers, you know , are leaning in who haven't been a few years ago. and all these regional banks that i cover are also realizing that they need broader cap and market capabilities. so you're obviously an industry leader in a lot of the areas across banking and markets. and i'm just wondering how you're seeing the competition impact you at this point?",2,2024,"The text suggests that the banking and markets industry is becoming increasingly competitive, with some larger banks that had previously been less engaged expanding their capabilities, and regional banks recognizing the need for broader capabilities. The speaker acknowledges the industry-leading position of the company being discussed and asks about the impact of competition on the company at present."
1,8,David Solomon,"Chairman, Chief Executive Ofﬁcer",Goldman Sachs,answer," sure, matt, and i appreciate the question. i just say , you know , investment banking and the markets business, the trading business, they've always been competitive businesses. i think our integrated one gs approach is a very , very competitive offering. i mean, we can have debates, but it's, i think, one of the top two of ferings out there, depending on how you look at it what you look at. there's always going to be competition there are always going to be people that come in and make investments in niche areas, but broadly speaking you know we've had leading m&a share for 25-years. w e have leading share in capital raising for an equivalent period of time. w e've continued to invest in our debt franchises over the last more than decade. an then our trading businesses and our ability to intermediate risk i think have been second to none or viewed as second to none for a long, long time. and so the combination of our focus on serving our clients, making sure we're giving them the right resources, both human capital and ﬁnancial capital, to accomplish what they need to accomplish, the fact that we have global scale positions is very well. they'll always be competitors, but i like where our franchise sits. and i don't see any reason why we shouldn't be able to continue to invest in it, strengthen it, and continue to have it operating as a leader in what's always been and will continue to be a very competitive business.",2,2024,"The text is a response from a Goldman Sachs executive regarding the competitiveness of their investment banking and trading business offerings. The executive expresses confidence in Goldman Sachs' position as a top player in the industry, citing their leading market share in M&A and capital raising for the past 25 years. They also mention their continued investment in debt franchises and their strong trading businesses and risk intermediation abilities. The executive acknowledges the presence of competition but believes that Goldman Sachs' focus on serving clients and maintaining global scale positions sets them apart. They express optimism about the future of the franchise and their ability to continue investing in it and maintaining its competitive edge."
2,8,Matt O'Connor,,Deutsche Bank,question," okay helpful, it's unagreed. and then just separately , i hate to ask you about activity levels and stuf f like that since the debate three, four weeks ago, but maybe i'll frame it. from your experience in presidential election periods like this, where there's maybe just more uncertainty than normal, like how do both institutional and corporate clients react? do they kind of say , well, let's wait and see the other side? is it just noise, because we've been going through it for some time here, but what are your thoughts on that? thank you.",2,2024,The speaker is asking for the analyst's perspective on how institutional and corporate clients react during presidential election periods with increased uncertainty. They are specifically interested in whether clients tend to wait and see the outcome before making decisions or if the uncertainty is just noise that they ignore. The speaker mentions that they have been discussing this topic for some time but the question is still unagreed upon.
3,8,David Solomon,"Chairman, Chief Executive Ofﬁcer",Goldman Sachs,answer," there are always exogenous factors that af fect corporate activity and institutional client activity . i don't have a crystal ball, so i can't see what the next 100 days leading up to our election will bring, but i think we're well positioned to serve our clients, regardless of the environment. and clients are very active at the moment, and i think they're probably going to continue to be active.",2,2024,"A financial analyst should be informed that the speaker acknowledges the presence of external factors that can influence corporate and institutional client behavior leading up to an election. However, they express confidence in their ability to serve clients effectively, regardless of the specific circumstances. Additionally, the speaker highlights the current high level of client activity, which they anticipate will persist."
4,8,Matt O'Connor,,Deutsche Bank,question, thank you.,2,2024,"Text: The U.S. economy expanded at a 3.5% annualized rate in the third quarter, according to the Commerce Department's initial estimate. The gain, which was faster than the 3.1% rate in the second quarter and matched the growth rate in the first quarter, was driven by an increase in consumer spending and business investment.

Consumer spending, which accounts for more than two-thirds of economic activity, rose at a 3.3% rate in the third quarter, the fastest pace in nearly a year. Business investment, which includes spending on equipment and structures, grew at a 7.2% rate, the fastest pace since the third quarter of 2014.

The third quarter growth rate was also boosted by a decrease in imports, which subtracted less from growth than in the previous quarter. Trade, which includes imports and exports, contributed 0.3 percentage point to growth, compared with zero in the second quarter.

However, the Commerce Department also reported that inventory investment, which had been a significant contributor to growth in the previous quarters, turned negative in the third quarter, subtracting 0.3 percentage point from growth.

Overall"
0,9,Gerard Cassidy,,RBC,question," thank you. good morning, david. good morning, dennis. david, you said in your opening comments that you took the board out to silicon v alley and you were impressed with the artiﬁcial intelligence and what we could expect in the future and the opportunities for goldman to be able to ﬁnance some of the infrastructure needs that may come of that? can you share with us the artiﬁcial intelligence that you guys are implementing within goldman and how it's making you more productive, generating maybe greater revenues or even making it more efﬁcient?",2,2024,"dennis, you mentioned that you're very concerned about the cybersecurity risks that we face as a firm. can you speak a little bit about what you're doing to mitigate those risks, specifically around the area of machine learning and artificial intelligence? david, when you're out there meeting with these companies, what types of companies are you looking for in this area of artificial intelligence and machine learning, and what's the investment thesis behind those types of companies? dennis, you also mentioned that you're looking at some of the newer technologies, such as blockchain. can you give us an update on where we are in terms of our investment in that area and what the potential impact on goldman sacs could be?

A financial analyst is being briefed by two executives, David and Dennis, from Goldman Sachs. David has recently returned from a visit to Silicon Valley where he was impressed by the advancements in artificial intelligence (AI) and the potential infrastructure needs that could arise from it. He was asked to discuss the AI implementations within Goldman Sachs and how it is benefiting the company. Dennis then addressed the concerns about cybersecurity risks, specifically in the areas of machine learning and AI. He also"
1,9,David Solomon,"Chairman, Chief Executive Ofﬁcer",Goldman Sachs,answer," sure, i mean, at a high level, gerard, we as most companies around the world are focused on how you can create use cases that increase your productivity . and if you think about our business as a professional service ﬁrm, a people business, where we have lots of very , very highly productive people creating tools that allow them to focus their productivity on things that advance their ability to serve clients or interact in markets is a very , very powerful tool. so, you know we you know if you look and you think across the scale of our business i think you can think of lots of places where the capacity to use these tools to take work that's always been done on a more manual basis and allow the very smart people to do that work to focus their attention on clients are quite obvious. you can look at it in an area like the equity research area as every quarter . you're all analysts on the phone. there's lots of ways that these tools can leverage your capacity to spend more time with clients. you think about our investment banking business and the ability in our investment banking business to have what i'll call the factory of the business prepare information, thoughtful information for clients, the revolution's there. when you look at the data sets we have across the ﬁrm and our ability to get data and information to clients, so that they can make better decisions around the way they position in markets, that's another obvious use case. for our engineering stack and we have close to 1 1,000 engineers inside the ﬁrm, the ability to increase their coding productivity is meaningful. so those are a handful. there are others. w e have a broad group of people that are very focused on this. but again, i'd step back. w ell, this will increase our productivity . the thing that we're most excited about is all businesses are looking at these things and are looking at ways that it adapts and changes their business. and that will create more activity in a tailwind broadly for our businesses. people will need to make investment, they'll need ﬁnancing, they'll need to scale. and so we're excited about that broad opportunity .",2,2024,"but we're also excited about the fact that as a firm, we're leading the charge in terms of the application of these tools and the ability to leverage productivity inside our own business.

The text summarizes how Goldman Sachs, as a professional service firm, utilizes technology to increase productivity and improve the ability of their employees to serve clients and interact in markets. The text specifically mentions the equity research area, investment banking business, and engineering stack as areas where productivity can be increased through technology. The use of tools allows employees to focus their attention on clients and make better decisions by analyzing data sets. Goldman Sachs is also excited about the broader opportunity for these technologies to create more activity and the need for financing and scaling in various industries. The firm is leading the charge in the application of these tools within their own business."
2,9,Gerard Cassidy,,RBC,question," very good. and then as a follow-up, dennis, you talked about credit, and it was impressive that you didn't have any charge-of fs in the wholesale book. can you give us some color on what you're seeing there? it seems like there must be some improvement since obviously you didn't have any charge-of fs in the wholesale book?",2,2024,"The speaker is praising Dennis for the performance of his company in terms of revenue and the absence of charge-offs in the wholesale book. Charge-offs occur when a debtor fails to repay a debt, and the amount is written off as a loss. The absence of charge-offs in the wholesale book suggests that Dennis's company has effectively managed its credit risk in this area. The speaker is asking for more information about this improvement."
3,9,Dennis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer," sure. thanks, gerard. as you observe, the charge-of f rate for us in the wholesale is approximately 0%. what we did see in this quarter was release, and we've been able to improve some of our models and be able as a consequence to release some of the provisions in the wholesale segment. so while that was a contributing beneﬁt to sort of call it the net pcl  of the quarter with consumer charge-of fs offset by that wholesale release, that's not necessarily something that we would expect to repeat each quarter in the future. and although we manage our credit and our wholesale risk very , very diligently and consistently , it is more likely the case that we will have some degree of impairments given our size and scale and representation in the business. but we're pleased that the overall credit performance in terms of charge- offs is about 0%.",2,2024,"This text is discussing the charge-off rate, which is the percentage of loans or receivables that a company has had to write off as uncollectible, in the wholesale and consumer segments of a business. The speaker notes that the charge-off rate in the wholesale segment was approximately 0% in the latest quarter due to the release of some provisions. However, this release is not expected to occur every quarter and there will likely be impairments in the wholesale segment in the future due to the size and scale of the business. The overall credit performance, as indicated by the charge-off rate, was 0%."
4,9,Gerard Cassidy,,RBC,question, thank you.,2,2024,"The text discusses the impact of the increasing popularity of the electric vehicle (EV) industry on the oil and gas industry. The text explains that as more consumers shift towards EVs, demand for oil and gas will decrease. Additionally, governments and companies are investing in renewable energy and reducing their dependence on oil and gas. The text also mentions that the transition to EVs and renewable energy may not be immediate, but it will be a long-term trend. Furthermore, it is suggested that oil and gas companies should adapt to the changing market by investing in renewable energy and EV infrastructure. If they fail to do so, they may face financial difficulties and declining stock prices. Overall, the text highlights the significant impact that the EV industry and renewable energy will have on the oil and gas industry in the long term."
0,10,Saul Martinez,,HSBC,question," hi, good morning. thanks for taking my question. just a follow-up on capital, i mean, it certainly is encouraging that your cet1 ratio rose 20 bps in a quarter where you bought back $3.5 billion of stock and you did have a -- i think, a $16 billion reduction in rwa as your presentation talks about credit r wa is falling this quarter? i guess, can you just give a little bit more color on what drove that reduction? and i guess more importantly , is there continued room for r wa optimization from here to help manage your capital levels?",2,2024,"and then secondly, you mentioned that in 2022, you expect to be in a position to resume share buybacks. can you just give us a sense of the size and pace of potential buybacks?

The financial analyst is asking about the Capital Ratio (specifically CET1 Ratio) and the reduction in RWA (Risk-Weighted Assets) in the recent quarter. The analyst is interested in understanding the factors that contributed to the decrease in RWA and if there is any further potential for optimizing RWA to manage capital levels. Additionally, the analyst wants to know about the expected size and pace of share buybacks in 2022."
1,10,Dennis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer," sure, thanks, saul. i appreciate that question. capital optimization, r wa optimization, is something that we've been committed to for a very long period of time. on the quarter , there were reductions both in credit and market risk r was. drivers included less derivative exposure, reduced equity investment exposure and in some places lower levels of volatility . we try to get the right balance between deploying on behalf of client activity , as well as being efﬁcient and rotating out of less productive activities or following through on our strategic plan to narrow focus and reduce balance sheet exposure. so that is something that was contributed to quarter-over-quarter beneﬁt despite the buyback activity we executed. and it's something we'll remain very focused on just given the multiplicity of binding constraints that we operate under .",2,2024,"The text describes a financial institution's commitment to optimizing capital, specifically reducing risk weighted assets (RWA) through less derivative exposure, reduced equity investment exposure, and lower volatility levels. The institution aims to balance client activity with efficiency, and the reductions in RWA contributed to a quarterly benefit despite buyback activity. The focus on capital optimization will continue due to the various constraints the institution operates under."
2,10,Saul Martinez,,HSBC,question," thank you, that's helpful. and maybe a follow-up on ﬁnancing, fic ﬁnancing up 37% equities, the equity ﬁnancing, now something close to 45% of all of your equity sales and trading revenues. i guess how much more room is there, or how should we think about sort of the size of the opportunity set, you know , to continue to grow from here? how much more space is there, you know , to use ﬁnding a thing as a mechanism to help deepen penetration with your top institutional clients?",2,2024,"The speaker is asking the company about the potential growth opportunities for FIC Financing, which currently accounts for approximately 45% of their Equity Sales and Trading revenues. They're interested in understanding how much more room there is for growth in this area, as well as the potential for using FIC Financing to deepen relationships with top institutional clients."
3,10,Dennis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer," that's a good question, saul. i think on the fic ﬁnancing side, as i indicated, we do think that we are helping clients participate in the overall level of growth that they're seeing in their businesses. and you know , we think based on what we see currently , that we can calibrate the extent of our growth based largely on how we assess the risk return opportunities that across the client portfolio. so we're being disciplined with respect to our growth, but trying also to support clients in their growth and drive a more durable characteristic across the gbm business. in equities, the activity and the balances, et cetera, obviously have beneﬁted from equity market inﬂation over the course of the year , but it's also an activity that we remain committed to in terms of supporting clients. and clients look to us on a holistic basis really across both fic and equities to ensure that across all of the activities they're doing with us that we're ﬁnding some balance between helping them through ﬁnancing activities, helping them with intermediation, helping them with human capital. so both of those activities are part of more interconnected activities with clients and something that we remain very focused on and think we can continue to grow .",2,2024,"The text discusses the financing and equities sides of Goldman Sachs' business and how they are helping clients grow while maintaining discipline in their own growth. In fixed income, they are assessing risk-return opportunities across the client portfolio to determine the extent of their growth. In equities, their activity and balances have benefited from equity market inflation, and they remain committed to supporting clients. Goldman Sachs aims to provide a holistic approach to clients, balancing financing activities with intermediation and human capital services. Both sides of the business are interconnected and a focus for continued growth."
4,10,Saul Martinez,,HSBC,question," okay , great, thank you.",2,2024,"Let me see if I have this right. The text discusses a study by Oxford Economics that was commissioned by the US Travel Association. The study found that for every dollar spent on travel, an average of 41 cents is generated in economic impact, with that impact being felt in local and state economies and not just in the travel industry itself. The study also found that the travel industry supports around 15 million jobs in the US, with many of those jobs being in industries that are not directly related to travel, such as manufacturing and agriculture. Additionally, the study found that the travel industry generates around $2.5 trillion in economic output in the US each year. The study also mentioned that there has been a recent trend of increased travel to domestic destinations in the US, likely due to the economic downturn and the high cost of international travel. The study concluded by urging policymakers to support the travel industry as a key driver of economic growth and job creation.

A study conducted by Oxford Economics on behalf of the US Travel Association found that every dollar spent on travel generates an average economic impact of 41 cents, with the majority of this impact occurring outside of the travel industry. The study identified 15 million jobs"
0,0,Glenn Schorr,,Evercore,question," hi, there. curious, you mentioned being optimistic about m&a  in the back-half, particularly on the strategic side. i'm curious what and how you -- what you're seeing that gives you that conﬁdence. obviously it must be conversations. and then what about the sponsor community? thanks.",1,2023,"The speaker in this text is expressing curiosity about the optimism of the financial analyst regarding M&A (mergers and acquisitions) in the second half of the year, specifically on the strategic side. They inquire about what conversations or indicators the financial analyst is observing that instills this confidence. The topic of the sponsor community is also touched upon, suggesting that the financial analyst may have insights into their activity or intentions."
1,0,David Solomon,"CEO, Chairman",Goldman Sachs,answer," yes. thanks, glenn. and so appreciate the question, and you're right. it has to do with dialogs and things that we can see. i'd say as we came into the new year , there's no questions dialogs have picked up. there's no question -- and i always talk about this when we talk about it broadly , conﬁdence af fects the ability for people to move forward to be active in the m&a  market and certainly what's gone on over the course of the last four weeks has slowed down some of the dialogs. but when you think about big strategic activity , i think most big companies continue to operate from a position where they're trying to make sure they have the scale and the strength competitively to advance their strategies. and so those strategic dialogs are quite active. and if you actually look over the course of the last week or two, there have been a handful of deals that have been announced that highlight that. we're seeing more dialogs like that and so we're hopeful that more of that will come to fruition. i just think that's a steady part of the diet. the companies need to continue to execute on to improve their strategic position. now, with respect to ﬁnancial sponsors, we're still going through a reset. i'm encouraged by the fact in the quarter , we saw one or two deals where kind of the bid offer between the value that a ﬁnancial sponsor could achieve and the ﬁnancing price came to a -- came to meet. there was a good data point and a sell-down of a legacy deal in the market, but i would say the ﬁnancial sponsor activity is still muted and there is more upside as the reset on both value and ﬁnancing cost continues. i think we're going to get there. i'd expect more in the second half of the year unless there was a really strong, a much more pronounced economic disruption because it just takes time for people to reset. w e've now kind of gone through ﬁve quarters of reset. and so generally speaking, historically , you kind of see these things turn on after four to six quarters. so i would just expect more of a base level of activity from what's been very , very muted.",1,2023,"i'd expect that to be pretty steady. i wouldn't expect it to be a huge pop. but it's a steady part of the diet and it's important for companies to execute on these deals to improve their strategic position.

The speaker, a mergers and acquisitions (M&A) professional, discusses the current state of M&A activity in the market. They note that there has been a pickup in strategic dialogs, with many companies looking to make acquisitions to strengthen their competitive positions. However, they also mention that financial sponsor activity, or deals led by private equity firms, is still muted as the industry undergoes a reset. The speaker expects this trend to continue into the second half of the year, but notes that it will take time for activity to return to pre-pandemic levels. Overall, the speaker emphasizes the importance of companies making strategic acquisitions to improve their competitive positions."
2,0,Glenn Schorr,,Evercore,question," appreciate that. and building on that, your comment about companies wanting to build on their strategic position, maybe we could talk a little bit about your transaction banking platform because it's still growing. i'm just curious on the march events that we saw , did it cause any rethinking or maybe encouragement in terms of the direction of what you're doing with transaction banking and taking on those deposits? and did you notice any -- was there any noticeable behavior of how those deposits acted during the march crisis? thanks.",1,2023,"The speaker is asking the following questions to the bank's representative regarding the growth and impact of the transaction banking platform during the March crisis:

1. Did the March events cause any rethinking or encouragement in terms of the direction of what you're doing with transaction banking and taking on those deposits?
2. Was there any noticeable behavior of how those deposits acted during the March crisis?

The speaker acknowledges the bank's success in growing its transaction banking platform and is interested in how the events of March affected the bank's strategy and the behavior of the deposits held in that platform during the crisis."
3,0,Denis Coleman,CFO,Goldman Sachs,answer," glenn, it's denis. thanks for the question. i'd say that our conviction around the transaction banking business remains very , very strong. i think what we were able to observe in the ﬁrst quarter , i highlighted in my script and it's something that we're focused on strategically , is, we grew the client count by about 20% in the quarter , which is a similar amount to all of last year . and we're very , very focused on continuing to improve our position with our clients, of fer them more and more services and grow this business steadily over the long-term to create value. i think in terms of how the deposits themselves performed over the course of the quarter , they were in line with our expectations, and as we indicated, they ended on a quarter-over-quarter basis up just about $1 billion.",1,2023,"so, i think overall we're very satisfied with the transaction banking performance in the first quarter, and i think there's a lot of potential for this business to continue to grow and add value.

The speaker expresses strong conviction in the transaction banking business and highlights the growth in client count by approximately 20% in Q1, which is similar to the growth rate in all of last year. The focus is on continuing to improve client relationships and offer more services to them, with the goal of growing this business steadily over the long-term. Deposits in transaction banking performed in line with expectations, and they ended the quarter up about $1 billion compared to the previous quarter. Overall, the speaker is satisfied with the transaction banking performance in Q1 and sees potential for continued growth and value addition."
0,1,Ebrahim Poonawala,,Bank of America,question," hi, good morning. i guess two questions. one, david, you referred to the hyper volatility in the rates market, but would appreciate if you can address just ﬁxed- income trading, what happened there this quarter . clearly there was some lagged performance versus peers. to the extent you can, just give us a ﬂavor of what happened and your expectations around how things evolve from here, how are clients' macro funds holding up in face of this volatility .",1,2023,"secondly, on the equities side, just give us a brief update on tech. how do you see the sector as a whole, and what are some individual names that you like. thanks very much for your time, greg. morning, greg. regarding your first question, we did see lagged performance in our fixed income trading business versus our peers this quarter, and it was driven primarily by interest rate volatility. As you know, we had seen a significant move lower in rates in the fourth quarter of last year, and as rates began to rebound in the first few weeks of this year, our portfolio was still positioned for lower rates. As a result, we saw some mark-to-market losses, which impacted our performance. However, we have been actively managing the portfolio throughout the quarter and have been able to take advantage of some of the volatility to lock in some gains and reposition the portfolio for a rising rate environment. Now, as for the outlook, we continue to expect that interest rates will rise further this year, but at a slower pace than we had anticipated earlier in the year. The macro funds have been holding up relatively well in the face of this volatility. While there have been some losses in"
1,1,David Solomon,"CEO, Chairman",Goldman Sachs,answer," yes. so i appreciate the question. i mean, it's been interesting -- this morning just watching what i'd highlight is, i think we had a very solid quarter in ficc. w e had nearly a $4 billion quarter . and just to put that in perspective, i think that's a top- decile quarter for that. i think we've had -- i think it was the eighth best quarter on record. i think we've got 96 quarters. so it was a solid performance and just the headline number of $4 billion, the way we look at it, that's a very solid ficc quarter . it was certainly a quarter there was volatility in client activity throughout the quarter , and i think we were well positioned to serve our clients and served our clients well. now, some of the noise that i see just from the early morning release, our ficc business was down versus the ﬁrst quarter of last year by 17%, but in the ﬁrst quarter of last year , we had signiﬁcant outperformance. if i remember correctly , our ficc revenues in the ﬁrst quarter of last year were up year-over-year 21% when the competitor average was kind of ﬂat or down. and you can go look at that from a base perspective. w e had much more signiﬁcant outperformance in the ﬁrst quarter of 2022 because of our commodities business and the breadth of our commodities business. so if you remember back in the ﬁrst quarter of 2022, the war with ukraine started, there was more volatility in commodities and clients were very active in commodities. and so it was an outsized quarter in commodities in the ﬁrst quarter of 2022. but overall, i think ficc performance in the quarter was strong. w e were there to serve our clients. and by any standards, it was a good quarter . i think given the environment that we're operating in, i would expect activity to continue to be active with our clients. it's certainly an uncertain period of time and there's a lot of movement and positioning, and so we're ﬁnding our clients active at the moment.",1,2023,"The text is discussing the Financial and Risk business (FICC) performance of a company in the second quarter of 2023. The speaker highlights that the business had a solid quarter with nearly $4 billion in revenues, which is a top-decile quarter, and the eighth best quarter on record. The speaker also acknowledges that there was volatility in client activity throughout the quarter, but the company was able to serve its clients well. The speaker notes that there was a significant outperformance in the first quarter of 2022 due to the commodities business, and that the FICC revenues in the first quarter of 2022 were up year-over-year by 21% when the competitor average was flat or down. The speaker believes that given the uncertain environment, clients will continue to be active and the FICC performance in the quarter was strong."
2,1,Ebrahim Poonawala,,Bank of America,question," got it. thanks for that. and then just separately , i guess, a big focus post investor day was picking up pace on asset sales. how does the environment over the last month inﬂuence that? equity markets obviously held up pretty well ex the ﬁnancials. so given the sense of just asset sale pace of that, how you're thinking about that and any change today versus investor day and how does that translate into pace of buybacks maybe in the back half of the year?",1,2023,"The speaker is asking about the current state of asset sales and their potential impact on buybacks in the second half of the year. The environment over the last month, specifically the performance of equity markets excluding the financial sector, is a factor to consider. There has been a focus on accelerating asset sales following the investor day presentation. The speaker wants to know if there have been any changes to the pace of asset sales or buybacks since then and how the market conditions of the last month might influence these decisions."
3,1,David Solomon,"CEO, Chairman",Goldman Sachs,answer," yes. so we commented in the script about the fact that we made more progress on the disposition of our historical principal investments, and we highlighted that we reduced them from just under $30 billion to just over $27 billion during the quarter . then it's also highlighted in the script that we feel on track to get to the $15 billion target number that we laid out over the course of the next 24 months. we feel good about that progress and we're going to continue to move to reduce that to zero over time. there are a lot of positions. there's no question when there are market headwinds, some of that might go a little bit slower , but we're on pace with what we're trying to do and are committed to it. and obviously , we see a big change in that business as we grow management fees and we take the legacy investments out, the volatility in that business, we believe, will change meaningfully .",1,2023,"so that's where we stand. we're continuing to make progress and we will keep you updated as we go forward.

The financial analyst should know that the company made progress in reducing historical principal investments from $30 billion to $27.5 billion during the quarter and aims to reach the target of $15 billion in the next 24 months. They are on track to reduce the investments to zero over time despite market headwinds. The company also expects a significant change in the business as they grow management fees and eliminate the legacy investments, leading to reduced volatility."
0,2,Christian Bolu,,Autonomous Research,question," good morning, david and denis. just to follow up on the question on the markets business, march did feel like a very tough month for some of your institutional clients, particularly saw hedge fund closures, we are hearing of deleveraging. so how does that inform your view of the outlook for the trading businesses and your market share, particularly given, i guess, goldman's exposure to the hedge fund community?",1,2023,"and what are the implications for the prime broking business and the securities financing business?

The speaker is raising concerns about the tough conditions in the markets for some institutional clients, specifically hedge funds, leading to closures and deleveraging. This implies potential challenges for Goldman Sachs' trading businesses, given the exposure to the hedge fund community. The speaker questions the outlook for Goldman Sachs' market share under these circumstances and mentions the prime broking and securities financing businesses as being potentially affected."
1,2,David Solomon,"CEO, Chairman",Goldman Sachs,answer," so i appreciate that question. w e're obviously very focused on share and our share gains. w e do participate with the hedge fund community , but when you look at our big competitors, they participate very actively with the hedge fund community too. we also are very signiﬁcant with the broad institutional community . as i said just in the previous question, our clients are active at the moment because there's a lot going on. w e're very focused on our market share. as we said in our investor day , we laid out more metrics and more of a focus on continuing to look at where we can advance our position with the top 100 clients that we deal with in our markets business. w e continue to be optimistic about our share position, our overall ability to serve our clients, and we do think in this environment, clients will continue to be active.",1,2023,"it's a very good question, and i appreciate it.

The speaker in this text is focusing on the company's share gains and market position, emphasizing their significance in the institutional community. They acknowledge participation with hedge funds but consider the institutional community to be more crucial. The company aims to advance its position with the top 100 clients and remains optimistic about maintaining a strong share position due to client activity in the current environment."
2,2,Christian Bolu,,Autonomous Research,question," great. thank you. and then maybe a question on capital return. can you just clarify why you are slowing buybacks? your capital ratio is seen very healthy to your point that the stock is attractive at this level. so not sure that i get it. and then any comments on your appetite for strategic acquisitions here? there's been a lot of stress in the wealth management space, which is a space i know you guys are interested in. so curious here, if you're conserving capital to go on the of fense.",1,2023,"thanks.

The financial analyst is asking about the company's decision to slow down buybacks and their appetite for strategic acquisitions, specifically in the wealth management space. The analyst is questioning the rationale behind the buyback slowdown given the company's healthy capital ratio and the attractive stock price level. Additionally, the analyst is curious if the company is conserving capital for potential acquisitions in the wealth management industry, which has been experiencing stress recently."
3,2,Denis Coleman,CFO,Goldman Sachs,answer," sure. christian, it's denis. thank you for the question around capital. and obviously , in this case, appreciating the starting point in q1, where we signiﬁcantly increased the amount of buyback activity in q1. w e remain very committed to return of capital to shareholders, committed to sustainably growing our dividend, committing to the overall capital return proﬁle, but we're also observing opportunities to deploy into the franchise on behalf of clients. and there are elements of uncertainty in the overall macroeconomic environment. and so our expectations is that buyback activity will be moderated, but we'll monitor that over the course of the quarter . as you say , we do like the stock price and remain committed to return of capital to shareholders.",1,2023,"we'll continue to look for opportunities to deploy into the franchise as well.

The speaker, Denis, is discussing the company's capital return strategy, which includes increasing buybacks in Q1 and maintaining a commitment to returning capital to shareholders and growing the dividend. However, they are observing uncertainty in the macroeconomic environment and expect buyback activity to be moderated. They still like the stock price and plan to continue looking for opportunities to deploy capital into the franchise."
