question_order,question_answer_group_id,speaker,role,content_type,content,quarter,year
0,10,Jim Mitchell,question,question," hey, good morning. w e've seen very strong results in equities across the industry at or near record levels. but the industry performance in ficc has been a lot more muted. in your opinion, is that ficc-- is that the ficc is already operating at a high level? or do you see opportunities for aspects of that business to improve from here? just trying to frame the outlook on ficc.",1,2025
1,10,Denis Coleman,answer,answer," i think you've seen the most notable sort of period-on-period growth across the equity line, particularly equity intermediation type activities. ficc obviously is not a uniform asset class, has multiple subcomponents to it, and you can have dif ferent sort of behavioral patterns across the subcomponents of ficc. but the ficc business and the ficc markets are absolutely enormous. the clients that participate across the components of ficc are some of the largest clients in the world. w e expect there continue to be good opportunities to drive activity with clients across both ficc and equities.",1,2025
2,10,David Solomon,answer,answer," and i'd also just caution you, jim, we had an extraordinary ﬁrst quarter in 2024. when you look at year-over-year comparisons, and by the way , not a there's a lot of activity in the ﬁrst quarter of 2024, year-over-year comparisons sometimes can cloud. when you look at the growth in assets and resources over the last ﬁve years against the ficc business, the growth has been pretty meaningful.",1,2025
3,10,Jim Mitchell,question,question," sure. yeah. no, i appreciate that. but just maybe thinking through what areas might be underperforming right now , if any , that could improve in a better environment versus just maybe the dif ferent components, which are doing well and which are doing -- or underperforming, if possible?",1,2025
4,10,David Solomon,answer,answer," well, i mean, it wouldn't surprise you, yeah, it will surprise you, for example, that there's enormous activity in volumes in currencies at the moment, given this shift that people are thinking about and looking at the dollar and selectivity levels there are extraordinarily high, record activity levels. one of the things that, again, i just highlight about these businesses, these are big, broad, deep, diverse global businesses, and one level can be -- one lever can be up, one lever could be down. but when you look at the performance over a period of time, when you look at that market's performance over the last ﬁve or six years, it's relatively steady with a little bit of growth.",1,2025
0,11,Saul Martinez,question,question," hi, good morning. thank you for taking my question. i hate to beat a dead horse here on capital, but i did want to follow up on betsy and matt's questions, and what they mean for r wa progression? r wa is up slightly this quarter . your peers had much bigger increases. markets r wa is down, v ar is down. if i look at r wa density on a standardized basis, it came down quite a bit. it's at its lowest level i think that i can see in recent history . so just is there anything unusual in terms of r wa progression or v ars or exposures? and how do we just rethink about r wa density and r wa progression from here because obviously it does matter in terms of forecasting cet1 ratios and the level of excess capital over time?",1,2025
1,11,Denis Coleman,answer,answer," sure. so, again, you're not beating a dead horse, but i think what we would say is we look at that very , very carefully . when we set our own business planning, we use our own form of r wa projections, we think about our own capacity to step in and support client activities. and we are meaningfully focused on those exposures that have high density versus low density . you can see us sort of moving out of certain exposures that have high capital density . best example would be some of the historical principal investments. and we are feeding other activities, i can stay in the same segment for the moment like private wealth lending, which have a lower capital density and have an attractive recurring revenue component to them and also brings forth other types of activities with those clients. so we look across the entirety of the ﬁrm. w e look across each and every segment. and we look at which of our client base activities are more or less capital consumptive and we try and make sure that we're supporting the clients with the products that they demand from us and doing it as a capital- efﬁcient fashion as we can.",1,2025
2,11,Saul Martinez,question,question," okay . that's helpful. maybe just a follow-up with a very ticky-tacky question on tax rate. i think you mentioned 21%. i think the previous guidance was 20%, if i'm not mistaken, despite this quarter being -- having it beneﬁted from some discrete items. but i guess, going forward, tax rate should be roughly in the 23% range for the rest of the year , if my math is right? i mean just any color on how to think about your tax rate going forward for the rest of the year? and what it looks like on a more normalized basis?",1,2025
3,11,Denis Coleman,answer,answer," sure. our guidance, you take into account everything that we know about the ﬁrst quarter and our outlook for this year is that you should expect the tax rate around 21% for the full year .",1,2025
0,12,Dan Fannon,question,question," thanks. good morning. just a follow-up on the outlook for the fee rate within asset and w ealth. you talked about the ocio wins and obviously , you continue to grow in bulk. so as you think about it on a longer-term basis, should this mix shift to be higher? or do you think those will of fset each other? then also in the quarter , were there any placement fees in the context of the management fee as you reported it?",1,2025
1,12,Denis Coleman,answer,answer," sure. a couple of things. w e did comment that placement fees were down sequentially versus the fourth quarter . that was one of the components in the other fee line. to take a step back, you have an aggregation represented in the ef fective fee of the alts business, but we don't manage the business to the average ef fective fee. w e actually have multiple dif ferent strategies, and we have demand from different client subcomponents for those strategies. and so we're focused on building our dif ferent fund strategies in response to client demand, but not necessarily trying to boil it all down to one ef fective fee.",1,2025
2,12,Dan Fannon,question,question, understood. thank you.,1,2025
0,0,Glenn Schorr,question,question, hi. thanks very much. so i wanted to get a mark-to-market. you've been rightfully cautious but optimistic on green shoots becoming reality in investment banking. you deﬁnitely saw some momentum in the fourth quarter . so curious -- and you mentioned that the pipeline is up quarter-on-quarter . so maybe just dif ferentiate between what you're seeing on the corporate side versus sponsor side and just get the mark-to-market on how you're feeling. thanks.,4,2023
1,0,David Solomon,answer,answer," sure. sure, glenn. i mean, just at a base level, i'm pretty optimistic, given the way we've got the ﬁrm positioned. and there's no question that these capital markets and m&a  activity levels have been depressed. as i've said before, i don't think that continues year-on-year-on year , and we really started to see, in the second half of this year , real improvement. as denis highlighted, the m&a  backlog saw a really strong replenishment and improvement in the fourth quarter . and i'd just highlight, and i know this is obvious, but i think it's worth stating, we put up $1 billion of m&a revenue. if the backlog is growing, that means we've got to replace the $1 billion that we put up, plus then have growth. and so, that's a very , very strong replenishment. and i would just say the level of strategic dialogue has deﬁnitely increased and we're seeing it across our platform. i'm encouraged by capital markets activity . i'm not going to say , it's running back to 10-year averages right away , but it has materially improved. i do think you're going to see some more meaningful ipos in 2024. and we are just, across debt and equity issuance, seeing more activity , more engagement. at the end of the day , people had done a lot of funding that takes them out for a period of time, but they've got to start thinking about their capital structures and accept the reality of the market, and we're seeing that come through. so when i look broadly , it feels better . there's a lot going on in the world. and so i think one of our jobs is to always be a risk manager and worry 98% of the time about the 2% of things that can go wrong. so we're going to continue to take a cautious view in terms of the overall operation of the ﬁrm, but i do think the ﬁrm is incredibly well-levered to this pickup, and it feels better is the way i'd frame it.",4,2023
2,0,Glenn Schorr,question,question," all right. cool. maybe just to follow-up on that note. reducing the on-balance sheet investments, as you mentioned, is an important part of the roe improvement for asset & w ealth and for goldman overall. so with that said, the markets are higher , pipeline's better . how come the balance sheet reduction of on-balance sheet investments might be slower this year when the intent, i think, is to get rid of all of it at the right price?",4,2023
3,0,David Solomon,answer,answer," yeah, ﬁrst of all, i think we made a lot of progress last year . and so if you look at what we accomplished, i think what we accomplished last year was pretty meaningful, especially given the environment. one of the things that happened is we pulled some stuf f forward that we didn't expect to monetize in 2023 -- into 2023. and so to be clear , our focus is to get that to zero as quickly as possible. if you're operating inside this ﬁrm and you're operating in that business, you feel enormous focus on reducing that as quickly as possible. but we want to make sure that we manage expectations appropriately . we set a clear target over the next three years to get to zero. my guess is, we've got a good shot if we executed doing that quicker than that.",4,2023
4,0,Glenn Schorr,question,question," fair enough. all right, thanks, david.",4,2023
5,0,David Solomon,answer,answer, yeah.,4,2023
0,1,Ebrahim Poonawala,question,question," hey, good morning.",4,2023
1,1,David Solomon,answer,answer, good morning.,4,2023
2,1,Ebrahim Poonawala,question,question," i just wanted to spend some time on the ficc business. so if i'm looking at the right numbers, it feels like ficc revenues are now back to pre-covid levels if you go back to 1q of '19. maybe if you can unpack it, just looking at slide 13, seemed like most products were quite weak. give us some perspective around does both -- the intermediation piece of ficc, does that feel like we are close to trough, and unlike seasonality , we should see some improvement in ficc from here, if you can just provide some perspective there.",4,2023
3,1,David Solomon,answer,answer," sure. i mean, at a high level, what i would say , this quarter , intermediation activity was quiet, and particularly in the back half of the quarter , kind of late november and december , clients were quiet. if you look at the whole year , i don't think it's fair , i don't have the numbers in front of me, but i don't think it's fair to say the whole year is back to '19 levels. the overall activity levels were up and down during the year . we have a big diversiﬁed business. when our clients are active, we execute on it, we continue to grow the ﬁnancing revenues, which make it overall more durable. but it was a quiet quarter , particularly the back half, in terms of intermediation. i don't expect it to continue at that pace. i think denis' comments in the opening, we're seeing more activity in the ﬁrst few weeks of the year . but we'll watch it. and as you know , that activity , particularly in that segment, can move up and down based on what's going on in the macro environment.",4,2023
4,1,Ebrahim Poonawala,question,question," got it. and maybe just sticking to ficc or maybe both ficc and equity . on the ﬁnancing side, if you don't mind reminding us of the opportunity to grow ﬁnancing over the next year or over the medium-term. thank you.",4,2023
5,1,Denis Coleman,answer,answer," so, thanks, ebrahim. so we've been clear over the last several years that we see opportunities to grow both ficc and equity ﬁnancing. and it's a virtuous activity for us. it dovetails well with our focus on clients and our focus on market share. w e have a lot of expertise in this space and we see a lot of demand from clients for us to deploy both into ficc and equities. w e now have leading equities franchise overall. our equities ﬁnancing business is in a leadership position and at scale. it has grown signiﬁcantly and we continue to see opportunities to increase the activities that we do with our existing clients and bring new clients on the platform. so we look out into 2024 and 2025. w e continue to be very focused. i think there's good opportunities across both ficc and equity ﬁnancing in gbm.",4,2023
6,1,Ebrahim Poonawala,question,question, thank you.,4,2023
0,2,Brennan Hawken,question,question," sorry about that. thanks for taking my questions this morning. so just curious about the impact that we should be thinking about around the potential exit from the apple relationship. i know it's an ongoing thing, but maybe is there anything that you could provide that might help us think about how that impact could ﬂow through?",4,2023
1,2,David Solomon,answer,answer," denis said in his comments, we've got no other updates on the credit card partnerships other than what he stated. w e continue to work with apple on a partnership with them to serve our customers and to continue to reduce the drag from the partnership, and we continue to make good progress. and the drag in 2024 will be materially less.",4,2023
2,2,Brennan Hawken,question,question," okay . appreciate that. and then when you think about the deposit platform, marcus, that's been a pretty bright spot on the consumer front and deﬁnitely seems to have worked well. what has been your views or how has the beta on that deposit base played out versus your expectations? and do you have any plans to adjust your thoughts around, you know , earlier you talked about wanting to be in the top decile of payouts for that product. is that still the goal or has that adjusted as the platform has matured?",4,2023
3,2,Denis Coleman,answer,answer," sure, brennan, and thank you for that question. our marcus, deposit platform, has been a real strategic advantage to us in terms of overall ﬁrm-wide funding. w e did set out a strategy to set our pricing at the higher-end of the pricing envelope to maintain, sustain, and grow our balances across that platform. w e haven't adjusted our strategy at this point. w e saw good growth across our various strategic deposit funding channels last year , not just marcus. overall, deposits are up over $40 billion on the year . and i would just say , as we move into 2024, we continue to focus on driving growth across the strategic channels and be thoughtful about our overall funding mix.",4,2023
0,3,Mike Mayo,question,question," hey, david. you started of f the call saying that 2023 was the year of execution and that's the year when you had an roe of 8%, and if we throw in some of the charges, it's 10%, and that's not really executing at your 15% or so desired return. so can you give us a kind of waterfall chart in words on how you get from that core 10% roe to 15%, and if you could deﬁne medium-term?",4,2023
1,3,David Solomon,answer,answer," sure. so i appreciate the question, mike, and obviously , we're very focused on it. it wasn't an a environment for our core business. in fact, i don't even think it was a b environment. when investment banking is operating at low levels, that is an impact overall. i do think that it's important to look at our core business of banking and markets, which is a very signiﬁcant portion of the ﬁrm and do note, on a fully allocated basis in this environment, which was not a b-plus or an a environment, given the investment banking activity , it had a 12% roe. w e continue to believe through the cycle that that business is a mid-teens business. and so i don't think we're going to see -- stay at the level of activities that we've been at. w e have that business positioned very well. and so you'll get some upside returns there in a better environment. and then secondarily , on asset & w ealth management, we continue to reduce the balance sheet. the balance sheet has been a drag on returns, but i think we've been pretty clear that we can drive the asset & w ealth management with a smaller balance sheet to mid-teens returns or better with a 25% margin. w e're on that journey . we're making progress. i think we'll make very good progress over the next two years. and if you look at those two businesses, that's the vast, vast majority of the ﬁrm, and i think they can operate mid-teens. w e've signiﬁcantly reduced the other drags. w e got a lot of it behind us in this year . that doesn't mean there won't be anything, but the drag from platforms in 2024 will be materially reduced from what it's been. and so i think we're making good progress in the medium-term is over the next couple of years, provided it's -- provided that it's a reasonable environment. and so i think you'll see good progress on the overall positioning of the ﬁrm over the next three to ﬁve years.",4,2023
2,3,Mike Mayo,question,question," and then just to follow-up that other drag, you said would be a lot less than 2024 from platform solutions. and can you dimension that a little bit? and also, as it relates to principal investments, do the higher stock markets help the disposition or not so much?",4,2023
3,3,David Solomon,answer,answer," they absolutely do. i mean, when markets improve, they help the disposition. there's no question. i also -- when you look at the last two years, we've had real headwinds in terms of revenue against the balance sheet that we could have more of that, but on a much smaller balance sheet in 2024. with a better market, you actually might have some beneﬁt to revenue performance, but we're focused on reducing that broadly . you see you have more transparency now in the platforms as we continue to close on greensky , move gm to held for sale. and so you have more transparency on that. w e think the drag will be signiﬁcantly reduced in 2024. when we're comfortable providing more speciﬁc color on that, we will provide it.",4,2023
4,3,Mike Mayo,question,question, all right. thank you.,4,2023
5,3,David Solomon,answer,answer, but small in the overall context of the ﬁrm and the ﬁrm's performance.,4,2023
6,3,Denis Coleman,answer,answer, yeah.,4,2023
7,3,Mike Mayo,question,question, okay . thanks.,4,2023
8,3,David Solomon,answer,answer, thank you.,4,2023
0,4,Devin Ryan,question,question," thanks so much. morning, david and denis. question just on kind of interplay between a recovery in investment banking versus trading intermediation. and i know there's probably a lot of assumptions that need to go in here. but if you think about kind of the environment with macro conditions settling down, which would likely support investment banking, i'm assuming some areas of trading could also slow down and then maybe other areas could pick up as well. so just love to maybe hear a little bit about kind of the puts and takes, kind of what you've seen historically there, if easier . and just really kind of the key question is, just whether you can grow investment banking revenues and trading ex-ﬁnancing at the same time. thanks.",4,2023
1,4,Denis Coleman,answer,answer," yeah, so at a high level, devin, appreciate the question. i think we can continue to grow our ﬁnancing activity given the scale and the size of the market, the way market activity is growing, and we will normalize investment banking activity . and obviously , over time, given our position, and if you assume growth in the world, growth in market capital world, we will continue, as we have for the last 25, 35 years, grow our investment banking activity . when there's real disruption in the world, we ﬁnd that ficc can be a little bit countercyclical in some way , shape or form. but that's not the same as saying a normalization of investment banking activity means a slowdown in intermediation or market activity . i think there's a lot going on in the world. the trajectory of rates, there's a point of view on rates and inﬂation, but it's certainly not certain to me. i think people are going to be active as they adjust to the environment. there's debates about how the fed continues on its quantitative tightening or doesn't continue on its quantitative tightening. and so all of this, i think, will continue to play into people being active in markets. so i do think just at a high level, look, this is a high level. i think the environment in 2024 feels like it will be better for our mix of businesses than it was in 2023. but i'm not a good predictor , and we're prepared to operate whatever environment we have to operate in.",4,2023
2,4,Devin Ryan,question,question," understood. i appreciate that, david. maybe a quick follow up for denis. just commercial real estate, clearly big headwind in 2023. appreciate all the disclosure. their ofﬁce on-balance sheet is only $1 billion now . so when you think about just the environment relative to current marks, how do you feel about kind of the pain being behind the company and just characterize the environment where maybe there still could be material marks? and then just more broadly kind of expectations for marks as you exit the historical cre on-balance sheet principal investments. thanks.",4,2023
3,4,Denis Coleman,answer,answer," sure, devin. thank you. and as you know , we have new disclosure the last couple of quarters on cre in particular on the nature of the loans in that sector . and then as well as the on-balance sheet, both cre and ofﬁce in particular . you can obviously see from those disclosures, we've made substantial progress moving down the positions over the course of 2023, gave disclosure on the number of cie positions that we moved down recently , and we've made really signiﬁcant progress. w e disclosed on prior calls and our ofﬁce exposures from an impairment and marks perspective, we're sitting at roughly 50%. so we think that based on the visibility that we had and the activity that we had over the course of 2023 that that portfolio, and the broader portfolio for that matter , sits at the right place. as we move into 2024, there should be opportunities for further dispositions and we'll remain very focused on what the mix of that disposition activity is. when david was reviewing our expectations with respect to hpi sell-down on the forward, in addition to moving towards our medium-term target, we're also mindful of what the long-term franchise impact of those sell-down activities are. so just to give you a sense for why we may have cautioned on pace, we have some meaningful credit exposures where we enjoy a position of incumbency . and for the long-term beneﬁt of the franchise, we very much hope that we'll remain as a lender and a supporter of those clients to exit those positions in advance of a potential reﬁnancing would be to surrender our incumbency position. and so we're being thoughtful so that we can continue to reduce our risk while continuing to grow the third-party fund management business while supporting clients in the process.",4,2023
4,4,Devin Ryan,question,question, great. thanks so much.,4,2023
0,5,Ryan Kenny,question,question," hi. good morning and thanks for taking my question. so you highlighted in the prepared remarks that goldman surpassed your fundraising target in alternatives. and so as we look forward, can you give some more color on your strategy to grow , particularly in private credit? any update on how big you expect to get in private credit, how it complements your dcm and wealth franchises, and maybe any risks that we should be thinking about would be helpful? thanks.",4,2023
1,5,Denis Coleman,answer,answer," sure. appreciate the question. it's, obviously , something, ryan, we're very , very focused on. w e feel good about the fundraising progress we've made. i think when you look forward in 2024, you could expect us to raise another $40 billion to $50 billion of alternatives. w e're, obviously , very focused on private credit. w e do operate at scale on private credit. w e have over $1 10 billion of private credit. but i think the opportunity for us to continue to grow and scale on private credit, especially given the way our franchise is positioned and the origination connection we have with our broad banking business gives us a unique platform and a unique competitive advantage. so we're going to continue to keep this focus. it doesn't stop because we met our goal. our goal was meant to ﬂame the opportunity set three-and-a-half years ago, but you'll see us continue to raise money on a year-to-year basis. and we've got some big funds that we're going to be in the market with in 2024, and we'll continue to build the partnerships with that client base. and both myself, john w aldron, and the broad team across our asset management division are spending a lot of time with the big capital allocators all over the world and continuing to invest in those relationships.",4,2023
2,5,Ryan Kenny,question,question," and then basel endgame comment letters are due today . so now that you and other gsibs have had time to digest the proposal, could you give us an update on how goldman might plan to adapt if the potential ﬁnal rule comes through and how the proposal is written might impact your 15% to 17% through the cycle rotce target?",4,2023
3,5,Denis Coleman,answer,answer," sure. w ell, obviously , today marks the end of the comment period, and what i would say, it's certainly not the end of the process. in fact, i would say , it's the end of the beginning of the process. and so we're moving into the next phase and continue to be highly engaged with regulators and the broad set of government stakeholders, given our signiﬁcant concern with the proposed rules. you'll see comment letters from us, from our peers. you'll also see many letters from end users, including pension funds, insurance companies, corporates who are particularly concerned about how this rule could af fect their access to capital and their ability to ensure and mitigate risks in their business. and i think this is really rooted in the fact that the magnitude of these proposed changes would be felt well beyond the banking industry , and also i think disadvantages the us from a competitive perspective. so to be clear , my view is the rule was not proposed appropriately and it should be withdrawn and reproposed. i don't think speculating on the impact of the rule as proposed, i think there's a pretty signiﬁcant view out there that the fed is listening carefully , they're taking in the feedback, and i don't think there's anyone that's looking at a base case that this is going to move forward as proposed. w e're very ﬂexible with our capital, as i've said before. if the rules put certain changes in place, we'll also adjust businesses or pricing in businesses and certain activity to adapt. i think to speculate as to how we'll talk about this once it's in place before we have any idea what the rule is going to look like is premature. but we've got a lot of capital ﬂexibility and we've proven over time we can be particularly nimble. and so we'll continue to focus.",4,2023
4,5,Ryan Kenny,question,question, great. thank you.,4,2023
0,6,Daniel Fannon,question,question," thanks. good morning. as you think about your efﬁciency targets, what's a reasonable level of growth for non-comp expenses as we, excluding, obviously , all the one-timers this year? and maybe what the areas of investment are or priorities when you think about 2024?",4,2023
1,6,Denis Coleman,answer,answer," thanks, dan. so the efﬁciency ratio is something we are laser focused on. w e continue to orient the ﬁrm to drive towards our 60% target. you mentioned the impact of selected items. if you take the impact over the course of 2023, the efﬁciency ratio would have been more like 65%. that's, obviously , not where we want it to be, but signiﬁcantly better than the fully reported number . we have a number of initiatives across the ﬁrm to get after our non-compensation expense. w e had a very structured process we implemented once we put out some of the efﬁciency targets at the end of last year , rigorously marking to market our business plan and our execution against it over the course of the year . there is a -- we have a ton of dif ferent categories. w e're in the process of reviewing each and every category of our non-compensation expense, benchmarking it, reviewing kpis, thinking about our processes, incentive structures, governance, things that we can do to continue to drive that expense as efﬁciently as possible. w e do see an impact of inﬂation across these activities, and it's for that reason, that we need to implement the types of processes to mitigate those impacts and manage it as closely as possible. i think as we look into 2024, if you take a look at the disclosure round selected items, we don't expect those types of activities to repeat, and we'll be very , very -- remain very , very focused on maintaining our overall non-comp expense spend. and the other component of the efﬁciency ratio is, obviously , compensation expense. you saw that over the course of this year , we maintained our pay for performance orientation with respect to how we size that, and you should expect the same on the forward into 2024, that is obviously a performance-based and variable component of our overall expense. there are also a number of other items within our expense base that are variable. our largest items, both compensation as well as transaction expenses, are variable. so we will have to see how the types of activities unfold into 2024 and what the mix of our activities are to, ultimately , determine where we land on an aggregate expense base and an efﬁciency ratio.",4,2023
2,6,Daniel Fannon,question,question," great. thank you. and follow-up on w ealth management, you disclosed 40% of the alternative inﬂows since 2019 have come from the wealth channel. curious if that was consistent throughout that time period and whether you view that level of contribution as sustainable. and also just the economics to goldman sachs, how it differs between that 40% in wealth and the 60% externally . how does that -- what's the dif ference in revenue?",4,2023
3,6,David Solomon,answer,answer," well, at a high level, that comment is -- looks over the past four years that we've grown our asset management business -- asset & w ealth management business, and it highlights in the alternative raising over that period, this initial period of investment, what the mix has been between wealth, the institutional client base or other channels like third-party wealth, retail, et cetera. when you look at our strategy , dan, we -- if you go back 20 years, most of our fundraising for these activities came from our private wealth channel and the percentage of the money we managed was much higher than 40% from private wealth. so as we continue to invest in broad institutional partnerships in the pension community , the sovereign wealth community areas where historically we had not raised a lot of alternative funding, that percentage of wealth funding will probably decrease, but i'm not going to speculate exactly where it will go. at scale, the economics associated with all these alternatives are extremely attractive. they're attractive in the private wealth channel and they're attractive in our institutional partnerships. but as i think you all know , they're not exactly identical. and people that allocate or enter a partnership with you and allocate $10 billion deﬁnitely have a dif ferent economic proposition than somebody that's giving you $50 million or $100 million. and that's been consistent in the business for a long, long time. so we're continuing to scale the business. w e have real margin targets in the business. i think we've got lots of opportunities and we're still in the early stages of using the platform of goldman sachs to cement and invest these broad distribution channels for the beneﬁt of our scaled asset & w ealth management platform. and i'm conﬁdent we'll continue to make good progress.",4,2023
4,6,Daniel Fannon,question,question, great. thank you.,4,2023
0,7,Matt O'Connor,question,question," good morning. there's, obviously , all the uncertainty on the capital rules as was discussed earlier . but just in the near-term, how do you think about capital allocation? you're, obviously , continuing to lean into ﬁnancing, which is capital- intensive, depending on how banking, and if banking comes back, that can consume capital. and then just touch on interest in bolt-on deals, and then obviously , anything on buybacks, which were pretty solid in '23. thank you.",4,2023
1,7,David Solomon,answer,answer," i'll start, and denis, might add some comments. w e've always said that when there's activity to support our clients, that's our primary focus on where we can allocate capital. w e've increased the amount of capital allocated to our franchise -- our client franchises over the course of the last ﬁve years. and i think one of the reasons why our big broad global banking & markets franchise has performed on a relative basis in dif ferent environments the way it's performed is we've been very , very focused on making sure we have the capital and the ﬁnancial resources to serve our client base well. where we see opportunities, we will continue to deploy capital there. that's in our broad capital planning program. w e do generate a lot of capital from earnings. and to the degree that we don't see opportunities to deploy it with our clients, we will return it to shareholders. at the moment, we're taking a more conservative posture around that, just given some of the uncertainty around basel iii endgame. although again, i think that's going to continue to evolve. and i also think we have a long track record of being very , very nimble with our ability to deploy . so we're going to continue to focus on making sure we've got the right resources to serve our clients. and as we generate capital, we have conﬁdence in our capital position that we'll return capital to shareholders. and we've been very focused, as you've seen, on growing the dividend, and we plan to continue to do that.",4,2023
2,7,Matt O'Connor,question,question," and then just separately following up on the exit of legacy on-balance sheet principal investment, is there an expense reduction opportunity as those investments and some of the infrastructure goes away over time?",4,2023
3,7,David Solomon,answer,answer," there is an operating leverage story , which is one of the reasons why the margin in our asset & w ealth management business will continue to improve. when we were running an on-balance sheet business with lots and lots and lots of on-balance sheet position, the number of people that you need to manage those positions and serve those positions, creates a business that's scaled dif ferently than a traditional fund management business that you would see on someone else's alternative platform. and so we're early in the journey . i'll just give a simple example. w e went out last year , a year-and-a-half ago, and raised our ﬁrst growth equity fund. w e used to do that business on-balance sheet. we have lots and lots of positions, and therefore, a very , very broad team to service that. w e raised our ﬁrst fund. you need a smaller team to manage that fund. but when you go and you raise your second fund, you don't need to increase the scale of the team. and so there's real operating leverage in that, and that's part of our margin improvement story in asset & w ealth management over time. so the answer is, yes. i don't want to overstate this because it's not a massive part of the story , but it is a place where we have some operating leverage and improvement as we continue to move from balance sheet into fund form.",4,2023
4,7,Matt O'Connor,question,question," okay , thank you for the color .",4,2023
0,8,Gerard Cassidy,question,question," good morning, david. good morning, dennis.",4,2023
1,8,Denis Coleman,answer,answer, good morning,4,2023
2,8,David Solomon,answer,answer," good morning, gerard.",4,2023
3,8,Gerard Cassidy,question,question," good morning. in your prepared remarks, david, you were talking about, i think it was slide ﬁve or six, but about the success in growing the relationships with those top 100 ficc and equity clients, and you identiﬁed that the ficc and equity ﬁnancing contributed to that success. and that's been a real hallmark for you guys over the last two or three years, the growth in that business. can you dig down for us and share with us what has attributed to the success? is it the capital you put into that business, the hiring of additional folks or people in the business, and as well as competition. has the competition been more challenged than some of your competitors at all? credit suisse, of course, is no longer around. but if you could just give us a little more color on what's driving that success?",4,2023
4,8,David Solomon,answer,answer," sure, gerard. at a high level, i'd point to a couple of things. but i'd start with the fact that that business is a scale business, and we happen to be in the privileged position of being one of a handful of ﬁrm that really does operate those businesses at scale. and i think that's just important as a baseline. but i think there are a handful of things that we've done well. first, one gs and our one gs ethos. if you go back historically , we operated these businesses much more in silos with much less coordination across broad client experience. and clients would come into the ﬁrm in different places and get dif ferent experiences. and we spent a lot of time, and this goes back to 2019 really , thinking about how do these clients experience the ﬁrm? and we went out, we talked to them, we listened to their feedback. they really wanted to deal with the ﬁrm as a partner , one partner . i think we've made through one gs and that ethos, real progress in dealing with these very large clients in this business in an integrated approach that's improved their experience. and because it's improved their experience, they feel more partner-like with us, and therefore, that's improved our wallet share. secondarily , we've become a much bigger ﬁnancer of their activities. and when you ﬁnance their activities, you get rewarded in other ways through the ecosystem. and number three, we've also tried to really take the same way we have with investment banking clients for a long view , a very long-term approach to transacting with them. they need our help sometimes with things that aren't that economically attractive. we want to be there. if you do that, you do that consistently , you wind up getting opportunities that are more attractive. and so i think those three things combined with our scale platform have really helped us. when we look at our wallet shares, we continue to spend a lot of time. john and i spend a lot of time, and denis, too, talking to these clients in addition to the people running the business, asking for their feedback. and as we take that feedback, we'll continue to make adjustments to make sure we can serve them with real excellence. and as you saw from the presentation that we put up, one of the things that we're really focused on is how our one gs operating ethos allows us to serve our clients with excellence and distinction. it's a big, big tenet of what we're trying to do.",4,2023
5,8,Gerard Cassidy,question,question," very good. and then i know you've talked about the pipelines and your comments about what we might be able to see in ecm and other areas this year . can you also give us a little ﬂavor on what parts of the -- since you're obviously a global force, what parts of the globe are you seeing the best potential? is it the americas, is it europe, or is it asia?",4,2023
6,8,David Solomon,answer,answer," well, it's scale. the americas is the biggest part of the activity level. and just given the resilience of the us economy , i think you've seen a material pick up there, proportionally that's broader than other places. but we are seeing more activity across europe, particularly strategic dialogue. i'd say , the one place where things are slower , obviously , is in asia with respect to china. and just given the nature of economic activity there, where things are positioned, that still seems slower , both on both the m&a  side and the capital market side. but those are comments that make it a high-level, gerard.",4,2023
7,8,Gerard Cassidy,question,question, thank you. always appreciate the insights. thank you.,4,2023
0,9,Steven Chubak,question,question," thanks. good morning, david. good morning, denis. so i wanted to ask a couple of questions about comp leverage and operating margins. and maybe just to start of f, denis, you noted the adjusted efﬁciency ratio set at 65% versus the reported ﬁgure in the mid-70s. when we try to adjust for various items, at least in the public disclosure, it looks like the core adjusted efﬁciency somewhere in the upper 60s. and i was hoping you can maybe just help us reconcile some of the dif ferent items to get down to that 65% ﬁgure and whether that's the appropriate jumping of f point that we should be thinking about as we look ahead to '24?",4,2023
1,9,Denis Coleman,answer,answer," so, steven, i'd say , i think the 65% is a good jumping of f point for 2024. and as the business evolves from there, as i indicated on a prior question, we have to ultimately be mindful of the mix of the business that comes into the ﬁrm. certain of our activities attract dif ferent degrees of transaction-based and other expenses as we prosecute those activities. and so we'll have to be mindful of what the ultimate business mix looks like. w e'll have to be mindful, obviously , what the ultimate scale and magnitude of the activities is as we roll forward in 2024. i think on the compensation side of the equation, you noticed our disclosure, that was roughly ﬂat on a year-over-year basis. our revenues net of pcl  in the year were up 1%, and our compensation roughly ﬂat. we observed that we thought that the performance of our core businesses was solid and that we had a year of signiﬁcant execution activity , and we want to make sure that we're in a position that we have the talent in place to deliver for clients as we look forward into '24 with a bit more optimism for what types of activity we could see. in terms of trying to get a handle on the selected items and the degree of repeat potential, most of those are pretty discrete items associated with the exit of activities and the one-of f fdic special assessment. the one area we'll continue to manage carefully is on cies as we continue to manage down the balance sheet as we've discussed.",4,2023
